age,class of worker,education,major industry code,major occupation code,race,sex,country of birth father,country of birth mother,country of birth self,citizenship,own business or self employed,yearly income
0.2028985507246377,0.3333333333333333,0.0,0.8181818181818182,0.5384615384615385,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.33333333333333337,0.3333333333333333,0.4666666666666667,0.5,0.3076923076923077,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,1.0,0.0
0.15942028985507245,0.5,0.7333333333333333,1.0,0.8461538461538463,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,1.0
0.26086956521739124,0.6666666666666666,0.0,0.18181818181818182,0.5384615384615385,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.5,0.0
0.2753623188405797,0.3333333333333333,0.7333333333333333,0.4545454545454546,0.7692307692307693,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.13043478260869562,0.3333333333333333,0.6,0.6363636363636364,0.6923076923076923,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.4492753623188406,0.3333333333333333,0.6,0.9090909090909092,0.15384615384615385,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,1.0
0.2753623188405797,0.3333333333333333,1.0,0.9090909090909092,1.0,1.0,1.0,0.8048780487804879,0.8,0.8048780487804879,0.75,0.0,1.0
0.3913043478260869,0.6666666666666666,0.6,0.0,0.23076923076923078,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.04347826086956519,0.3333333333333333,1.0,0.5,0.38461538461538464,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.5,0.0
0.2028985507246377,0.6666666666666666,0.6,0.3181818181818182,0.15384615384615385,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,1.0
0.37681159420289856,0.3333333333333333,0.6,1.0,0.15384615384615385,0.25,1.0,0.7317073170731707,0.7250000000000001,0.7317073170731707,0.25,0.0,0.0
0.4782608695652174,0.5,0.7333333333333333,0.18181818181818182,0.15384615384615385,1.0,1.0,0.951219512195122,0.17500000000000002,0.951219512195122,1.0,0.0,1.0
0.30434782608695654,0.6666666666666666,0.6,0.3181818181818182,0.15384615384615385,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,1.0
0.10144927536231885,0.3333333333333333,0.4,0.5,0.38461538461538464,1.0,1.0,0.6097560975609756,0.625,0.951219512195122,1.0,0.0,0.0
0.13043478260869562,0.3333333333333333,0.7333333333333333,0.18181818181818182,0.5384615384615385,1.0,1.0,0.6097560975609756,0.625,0.6097560975609756,0.0,0.0,0.0
0.4347826086956522,0.16666666666666666,0.06666666666666667,0.2272727272727273,1.0,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.13043478260869562,0.6666666666666666,0.7333333333333333,0.09090909090909091,0.5384615384615385,0.5,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.028985507246376774,0.3333333333333333,1.0,0.8181818181818182,0.3076923076923077,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.5,0.0
0.08695652173913043,0.3333333333333333,0.6,0.8181818181818182,0.8461538461538463,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.1159420289855072,0.16666666666666666,0.8666666666666667,0.2272727272727273,0.6923076923076923,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,1.0,0.0
0.3913043478260869,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.028985507246376774,0.3333333333333333,1.0,0.2272727272727273,0.46153846153846156,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.028985507246376774,0.3333333333333333,0.6,0.09090909090909091,0.9230769230769231,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.3623188405797101,0.3333333333333333,0.3333333333333333,0.5,0.38461538461538464,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.2028985507246377,0.3333333333333333,0.6,0.4545454545454546,0.15384615384615385,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,1.0,0.0
0.10144927536231885,0.3333333333333333,0.7333333333333333,0.3181818181818182,0.15384615384615385,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,1.0,0.0
0.5217391304347826,0.3333333333333333,1.0,0.3181818181818182,0.0,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.0579710144927536,0.3333333333333333,0.4666666666666667,0.8181818181818182,0.8461538461538463,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,1.0,0.0
0.826086956521739,0.3333333333333333,0.3333333333333333,1.0,0.23076923076923078,0.5,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.14492753623188404,0.3333333333333333,0.5333333333333333,0.8181818181818182,0.8461538461538463,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,0.0
0.23188405797101452,0.3333333333333333,0.26666666666666666,0.6818181818181819,0.46153846153846156,1.0,1.0,0.6097560975609756,0.625,0.6097560975609756,0.0,0.0,0.0
0.24637681159420288,0.3333333333333333,1.0,0.8181818181818182,0.38461538461538464,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,1.0
0.5072463768115942,0.3333333333333333,1.0,0.8181818181818182,0.8461538461538463,1.0,0.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,1.0,0.0
0.5652173913043478,0.3333333333333333,0.7333333333333333,0.4545454545454546,0.0,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,1.0
0.49275362318840576,0.3333333333333333,0.6,0.4545454545454546,0.6923076923076923,1.0,1.0,0.951219512195122,0.9500000000000001,0.951219512195122,1.0,0.0,1.0
